Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;10000;18;80;30,00;Empleados públicos;4,00;79,50;Fija;102,42;823,45;Provincia de Córdoba;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;6;80;30,00;Clientes con cuenta en la entidad;4,00;83,50;Fija;107,09;838,50;Provincia de Mendoza;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;12;80;30,00;Personas humanas Responsables Inscriptos;4,00;83,50;Fija;107,09;838,50;Provincia de Santa Fe;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;12;80;30,00;Personas humanas Responsables Inscriptos;4,00;83,50;Fija;107,09;838,50;Provincia de Buenos Aires;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;6;80;30,00;Clientes con cuenta en la entidad;4,00;83,50;Fija;107,09;838,50;Ciudad Autónoma de Buenos Aires;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;10000;18;80;30,00;Empleados públicos;4,00;79,50;Fija;102,42;823,45;Provincia de Buenos Aires;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;12;80;30,00;Personas humanas Responsables Inscriptos;4,00;83,50;Fija;107,09;838,50;Provincia de San Juan;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;12;80;30,00;Personas humanas Monotributistas;4,00;83,50;Fija;107,09;838,50;Provincia de Tucumán;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;10000;18;80;30,00;Empleados públicos;4,00;77,50;Fija;100,12;815,96;Provincia de San Luis;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;12;80;30,00;Personas humanas Responsables Inscriptos;4,00;83,50;Fija;107,09;838,50;Provincia de Córdoba;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;12;80;30,00;Personas humanas Monotributistas;4,00;83,50;Fija;107,09;838,50;Provincia de Córdoba;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;6;80;30,00;Clientes con cuenta en la entidad;4,00;83,50;Fija;107,09;838,50;Provincia de San Luis;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;10000;4;80;30,00;Clientes que acrediten sueldos en la entidad;4,00;79,50;Fija;102,42;823,45;Provincia de Buenos Aires;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;12;80;30,00;Personas humanas Responsables Inscriptos;4,00;83,50;Fija;107,09;838,50;Ciudad Autónoma de Buenos Aires;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;10000;4;80;30,00;Clientes que acrediten sueldos en la entidad;4,00;79,50;Fija;102,42;823,45;Provincia de Tucumán;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;6;80;30,00;Personas humanas en relación de dependencia;4,00;83,50;Fija;107,09;838,50;Provincia de San Luis;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;6000;60;3500;1;82;50,00;Beneficiarios de cuentas de la seguridad social;4,00;81,50;Fija;104,74;830,96;Provincia de Santa Fe;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;6;80;30,00;Clientes con cuenta en la entidad;4,00;83,50;Fija;107,09;838,50;Provincia de Santa Fe;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;6000;60;3500;1;82;50,00;Beneficiarios de cuentas de la seguridad social;4,00;81,50;Fija;104,74;830,96;Provincia de San Luis;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;10000;18;80;30,00;Empleados públicos;4,00;79,50;Fija;102,42;823,45;Provincia de Tucumán;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;6000;60;3500;1;82;50,00;Beneficiarios de cuentas de la seguridad social;4,00;81,50;Fija;104,74;830,96;Provincia de Córdoba;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;12;80;30,00;Personas humanas Monotributistas;4,00;83,50;Fija;107,09;838,50;Provincia de San Luis;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;6000;60;3500;1;82;50,00;Beneficiarios de cuentas de la seguridad social;4,00;81,50;Fija;104,74;830,96;Provincia de Buenos Aires;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;6000;60;3500;1;82;50,00;Beneficiarios de cuentas de la seguridad social;4,00;81,50;Fija;104,74;830,96;Provincia de Mendoza;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;6;80;30,00;Personas humanas en relación de dependencia;4,00;83,50;Fija;107,09;838,50;Provincia de Mendoza;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;6;80;30,00;Personas humanas en relación de dependencia;4,00;83,50;Fija;107,09;838,50;Provincia de Tucumán;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;10000;18;80;30,00;Empleados públicos;4,00;79,50;Fija;102,42;823,45;Provincia de Santa Fe;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;10000;4;80;30,00;Clientes que acrediten sueldos en la entidad;4,00;79,50;Fija;102,42;823,45;Provincia de San Luis;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;6;80;30,00;Personas humanas en relación de dependencia;4,00;83,50;Fija;107,09;838,50;Provincia de San Juan;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;6;80;30,00;Clientes con cuenta en la entidad;4,00;83,50;Fija;107,09;838,50;Provincia de San Juan;
27;BANCO SUPERVIELLE S.A.;2019-12-12;PRESTAMOS PERSONALES;PP;Pesos;1500000;10000;84;25000;12;80;30,00;Personas humanas Monotributistas;4,00;83,50;Fija;107,09;838,50;Provincia de Buenos Aires;
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;1000000;1;72;0;3;69;40,00;Clientes que acrediten sueldos en la entidad;4,84;76,23;Fija;97,84;594,10;Provincia de Tucumán;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Clientes que acrediten sueldos en la entidad;4,84;14,82;Fija;18,18;228,68;Provincia de Salta;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas Monotributistas;4,84;15,96;Fija;19,61;235,27;Provincia de Salta;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Empleados públicos;4,84;14,82;Fija;18,18;228,68;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Beneficiarios de cuentas de la seguridad social;4,84;17,69;Fija;21,76;312,41;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;15,96;Fija;19,61;235,27;Provincia de Salta;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Personas humanas Monotributistas;4,84;17,69;Fija;21,76;312,41;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;14,82;Fija;18,18;228,68;Provincia de Salta;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Beneficiarios de cuentas de la seguridad social;4,84;15,96;Fija;19,61;235,27;Provincia de Salta;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;1000000;1;72;0;3;69;40,00;Empleados públicos;4,84;76,23;Fija;97,84;594,10;Provincia de Salta;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Empleados públicos;4,84;14,82;Fija;18,18;228,68;Provincia de Salta;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;14,82;Fija;18,18;228,68;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Personas humanas Monotributistas;4,84;17,69;Fija;21,76;312,41;Provincia de Salta;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Beneficiarios de cuentas de la seguridad social;4,84;15,96;Fija;19,61;235,27;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;17,69;Fija;21,76;312,41;Provincia de Salta;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Beneficiarios de cuentas de la seguridad social;4,84;17,69;Fija;21,76;312,41;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;1000000;1;72;0;3;69;40,00;Clientes que acrediten sueldos en la entidad;4,84;76,23;Fija;97,84;594,10;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;17,69;Fija;21,76;312,41;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Beneficiarios de cuentas de la seguridad social;4,84;15,96;Fija;19,61;235,27;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;1000000;1;72;0;3;69;40,00;Clientes que acrediten sueldos en la entidad;4,84;76,23;Fija;97,84;594,10;Provincia de Salta;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas Monotributistas;4,84;15,96;Fija;19,61;235,27;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;17,69;Fija;21,76;312,41;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Clientes que acrediten sueldos en la entidad;4,84;14,82;Fija;18,18;228,68;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Clientes que acrediten sueldos en la entidad;4,84;14,82;Fija;18,18;228,68;Provincia de Tucumán;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Beneficiarios de cuentas de la seguridad social;4,84;17,69;Fija;21,76;312,41;Provincia de Salta;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Personas humanas Monotributistas;4,84;17,96;Fija;21,76;312,41;Provincia de Tucumán;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;14,82;Fija;18,18;228,68;Provincia de Buenos Aires;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;1000000;1;72;0;3;69;40,00;Clientes que acrediten sueldos en la entidad;4,84;76,23;Fija;97,84;594,10;Provincia de Buenos Aires;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas Monotributistas;4,84;15,96;Fija;19,61;235,27;Provincia de Mendoza;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Beneficiarios de cuentas de la seguridad social;4,84;15,96;Fija;19,61;235,27;Provincia de Tucumán;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;15,96;Fija;19,61;235,27;Provincia de Tucumán;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Clientes que acrediten sueldos en la entidad;4,84;14,82;Fija;18,18;228,68;Provincia de Mendoza;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;14,82;Fija;18,18;228,68;Provincia de Tucumán;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;1000000;1;72;0;3;69;40,00;Empleados públicos;4,84;76,23;Fija;97,84;594,10;Provincia de Tucumán;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Beneficiarios de cuentas de la seguridad social;4,84;17,69;Fija;21,76;312,41;Provincia de Tucumán;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;15,96;Fija;19,61;235,27;Provincia de Córdoba;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;15,96;Fija;19,61;235,27;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;1000000;1;72;0;3;69;40,00;Empleados públicos;4,84;76,23;Fija;97,84;594,10;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO UVA;PLAN SUELDO UVA;UVA;1000000;1;72;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;14,82;Fija;18,18;228,68;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;1000000;1;72;0;3;69;40,00;Clientes que acrediten sueldos en la entidad;4,84;76,23;Fija;97,84;594,10;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ CLIENTE FIEL UVA;CLIENTE FIEL UVA;UVA;1000000;1;72;0;12;68;20,00;Beneficiarios de cuentas de la seguridad social;4,84;15,96;Fija;19,61;235,27;Provincia de Mendoza;NO SE REQUIEREN MONTOS MINIMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Personas humanas en relación de dependencia;4,84;17,69;Fija;21,76;312,41;Provincia de Tucumán;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-10-10;CIUDAD VELOZ PLAN MERCADO ABIERTO UVA;MERCADO ABIERTO UVA;UVA;500000;1;48;0;12;68;20,00;Personas humanas Monotributistas;4,84;17,69;Fija;21,76;312,41;Provincia de Mendoza;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN EL EEFUNCION DEL PRESTAMO SOLICITADO
